input_size,kernel_size,bias,stride,padding,dilation,groups,time_cost
"[1, 320, 8, 12]","[1280, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.009113073348999023
"[1, 256, 208, 200]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0037713050842285156
"[32, 512, 6, 40]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04358077049255371
"[4, 64, 224, 224]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01320791244506836
"[1, 192, 16, 24]","[64, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003059864044189453
"[1, 1024, 50, 74]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.00689697265625
"[1, 1024, 44, 46]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01238703727722168
"[2, 256, 50, 78]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.006689786911010742
"[1, 256, 12, 21]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.03082418441772461
"[1, 256, 50, 68]","[144, 256, 1, 1]",[144],"[1, 1]","[0, 0]","[1, 1]",[1],0.0048580169677734375
"[2, 256, 68, 50]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011170625686645508
"[2, 256, 100, 140]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.013826131820678711
"[2, 512, 64, 64]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01861858367919922
"[4, 96, 56, 56]","[128, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0025475025177001953
"[2, 2048, 38, 25]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.018673419952392578
"[4, 832, 14, 14]","[128, 832, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005237579345703125
"[1, 192, 48, 52]","[192, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[192],0.0011110305786132812
"[1, 2048, 38, 25]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01718425750732422
"[48, 3, 224, 224]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0018239021301269531
"[4, 672, 14, 14]","[128, 672, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003042936325073242
"[4, 64, 224, 224]","[128, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.00413966178894043
"[1, 512, 38, 38]","[324, 512, 3, 3]",[324],"[1, 1]","[1, 1]","[1, 1]",[1],0.025204896926879883
"[1, 256, 25, 38]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.004316806793212891
"[4, 240, 32, 32]","[240, 1, 5, 5]",[False],"[1, 1]","[0, 0]","[1, 1]",[240],0.0014224052429199219
"[1, 256, 68, 50]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.001146078109741211
"[1, 256, 30, 35]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010752439498901367
"[1, 256, 168, 96]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.014701128005981445
"[1, 256, 52, 50]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00739598274230957
"[1, 256, 25, 37]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0026116371154785156
"[2, 256, 272, 200]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0019643306732177734
"[2, 64, 200, 336]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003057241439819336
"[2, 256, 200, 312]","[128, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0015990734100341797
"[4, 768, 7, 7]","[128, 768, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0031609535217285156
"[1, 512, 50, 74]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.038374900817871094
"[2, 256, 7, 9]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.006059885025024414
"[8, 512, 32, 24]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.010110139846801758
"[1, 128, 152, 100]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004252433776855469
"[2, 256, 304, 200]","[128, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0017235279083251953
"[1, 512, 88, 91]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0037474632263183594
"[1, 256, 25, 37]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.012125492095947266
"[8, 512, 32, 24]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002837657928466797
"[1, 512, 19, 19]","[1024, 512, 3, 3]",[1024],"[1, 1]","[6, 6]","[6, 6]",[1],0.07269620895385742
"[1, 512, 50, 68]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.04079794883728027
"[1, 512, 25, 28]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.020522594451904297
"[1, 256, 10, 7]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.003946065902709961
"[1, 384, 16, 24]","[384, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[384],0.0013346672058105469
"[2, 256, 200, 272]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.004388093948364258
"[1, 256, 168, 193]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0021622180938720703
"[48, 256, 56, 56]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0021398067474365234
"[1, 128, 104, 100]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002601146697998047
"[33, 256, 28, 28]","[80, 256, 1, 1]",[80],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016477108001708984
"[1, 960, 7, 13]","[160, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003789663314819336
"[48, 512, 28, 28]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002821207046508789
"[2, 256, 50, 68]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010565757751464844
"[1, 512, 38, 25]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03801083564758301
"[2, 256, 25, 35]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.009025812149047852
"[2, 2048, 25, 35]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.012511491775512695
"[2, 256, 13, 21]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.010759592056274414
"[4, 144, 59, 59]","[144, 1, 5, 5]",[False],"[2, 2]","[0, 0]","[1, 1]",[144],0.001500844955444336
"[2, 512, 32, 32]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003395557403564453
"[16, 128, 64, 64]","[256, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0062639713287353516
"[32, 3, 256, 192]","[64, 3, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0011720657348632812
"[1, 128, 96, 168]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0036306381225585938
"[1, 144, 96, 104]","[24, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001569986343383789
"[48, 512, 28, 28]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009721040725708008
"[2, 3, 1216, 800]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.001615285873413086
"[1, 256, 104, 100]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011989831924438477
"[4, 128, 112, 112]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003966093063354492
"[2, 256, 100, 140]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0017118453979492188
"[1, 512, 22, 19]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04092717170715332
"[4, 800, 7, 7]","[128, 800, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0072863101959228516
"[32, 256, 8, 6]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002804279327392578
"[4, 128, 28, 28]","[128, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0020062923431396484
"[4, 28, 1, 1]","[672, 28, 1, 1]",[672],"[1, 1]","[0, 0]","[1, 1]",[1],0.0021886825561523438
"[1, 512, 101, 96]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0037491321563720703
"[1, 256, 76, 50]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.003473520278930664
"[1, 256, 24, 42]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.02799510955810547
"[1, 256, 50, 68]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.005991458892822266
"[1, 256, 50, 68]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.005004405975341797
"[4, 128, 80, 80]","[256, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015697479248046875
"[4, 288, 14, 14]","[128, 288, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015540122985839844
"[1, 256, 235, 176]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013873577117919922
"[4, 240, 14, 14]","[80, 240, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011463165283203125
"[1, 256, 13, 19]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004751682281494141
"[1, 256, 50, 76]","[144, 256, 1, 1]",[144],"[1, 1]","[0, 0]","[1, 1]",[1],0.002819538116455078
"[1, 320, 8, 12]","[96, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013270378112792969
"[1, 256, 100, 136]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004764556884765625
"[2, 256, 13, 17]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012729167938232422
"[2, 256, 13, 18]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0053632259368896484
"[32, 512, 6, 40]","[512, 512, 3, 3]",[512],"[1, 1]","[1, 1]","[1, 1]",[1],0.042653560638427734
"[4, 48, 56, 56]","[48, 48, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.013133049011230469
"[1, 256, 104, 100]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.010613203048706055
"[1, 32, 112, 208]","[32, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[32],0.0014564990997314453
"[2, 512, 100, 140]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002658843994140625
"[1, 24, 80, 104]","[144, 24, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009353160858154297
"[1, 1024, 41, 40]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00540614128112793
"[1, 512, 136, 100]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0037381649017333984
"[4, 512, 28, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.038698434829711914
"[4, 256, 20, 20]","[64, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010838508605957031
"[1, 64, 120, 137]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018360614776611328
"[2, 3, 800, 1344]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0010616779327392578
"[4, 480, 1, 1]","[20, 480, 1, 1]",[20],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013430118560791016
"[2, 128, 128, 128]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0047643184661865234
"[1, 192, 100, 152]","[256, 192, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027785301208496094
"[2, 256, 25, 42]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010448694229125977
"[1, 192, 48, 52]","[192, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[192],0.0018723011016845703
"[2, 512, 136, 100]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003484010696411133
"[1, 2048, 26, 24]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.009999752044677734
"[2, 256, 7, 10]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010459184646606445
"[1, 256, 44, 46]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008242368698120117
"[1, 1024, 52, 50]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.033719539642333984
"[2, 512, 64, 64]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03957176208496094
"[1, 2048, 15, 18]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.014286994934082031
"[1, 256, 16, 16]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.006444692611694336
"[2, 256, 42, 25]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.013823747634887695
"[1, 64, 336, 192]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00293731689453125
"[1, 128, 5, 5]","[256, 128, 3, 3]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.00742030143737793
"[2, 256, 50, 84]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0015163421630859375
"[32, 64, 32, 24]","[32, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0008780956268310547
"[1, 256, 13, 17]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013077259063720703
"[8, 3, 256, 192]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0009515285491943359
"[2, 256, 100, 168]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011381864547729492
"[4, 32, 114, 114]","[32, 1, 3, 3]",[False],"[1, 1]","[0, 0]","[1, 1]",[32],0.0018055438995361328
"[1, 256, 100, 148]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0024390220642089844
"[1, 512, 104, 100]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.004723548889160156
"[2, 1024, 84, 50]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.005949258804321289
"[2, 64, 3, 3]","[16, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009410381317138672
"[1, 256, 11, 6]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014498233795166016
"[2, 256, 25, 35]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01095271110534668
"[2, 128, 100, 152]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004754304885864258
"[2, 768, 32, 32]","[768, 768, 3, 3]",[768],"[1, 1]","[1, 1]","[1, 1]",[1],0.08478045463562012
"[2, 256, 19, 13]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.019338130950927734
"[8, 1024, 16, 12]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008895635604858398
"[2, 256, 13, 21]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010594844818115234
"[1, 256, 176, 181]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018451213836669922
"[2, 64, 1, 1]","[16, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0008788108825683594
"[4, 64, 1, 1]","[1024, 64, 1, 1]",[1024],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027832984924316406
"[1, 2048, 38, 25]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.009739160537719727
"[1, 256, 200, 320]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0022118091583251953
"[16, 256, 32, 32]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.005185604095458984
"[1, 1024, 42, 49]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.009988546371459961
"[1, 32, 128, 192]","[16, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015838146209716797
"[2, 256, 34, 25]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011368036270141602
"[1, 64, 138, 120]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001970052719116211
"[1, 384, 50, 68]","[256, 384, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.00492548942565918
"[2, 128, 100, 140]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003057241439819336
"[1, 256, 25, 34]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.004708766937255859
"[1, 2048, 25, 40]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.020300865173339844
"[8, 256, 64, 48]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.006548404693603516
"[1, 256, 25, 38]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018002986907958984
"[1, 1024, 59, 44]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03245735168457031
"[1, 96, 10, 13]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.007959365844726562
"[1, 192, 24, 26]","[64, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0014538764953613281
"[32, 64, 300, 17]","[64, 64, 9, 1]",[64],"[1, 1]","[4, 0]","[1, 1]",[1],0.0020172595977783203
"[1, 512, 25, 28]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.036267995834350586
"[2, 512, 38, 25]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.042620182037353516
"[1, 256, 9, 7]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.030365943908691406
"[1, 192, 28, 52]","[96, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003979921340942383
"[2, 512, 136, 100]","[256, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0048961639404296875
"[2, 256, 7, 9]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0024557113647460938
"[1, 256, 100, 152]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.001848459243774414
"[1, 512, 104, 100]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002826213836669922
"[1, 192, 20, 26]","[96, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011768341064453125
"[1, 3, 552, 480]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0009174346923828125
"[2, 1024, 50, 78]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.005719900131225586
"[2, 256, 76, 50]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004837989807128906
"[4, 128, 28, 28]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0066449642181396484
"[1, 768, 25, 34]","[256, 768, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.005317211151123047
"[1, 256, 152, 100]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013413429260253906
"[1, 512, 26, 24]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01733088493347168
"[1, 3, 320, 416]","[32, 3, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0023534297943115234
"[4, 928, 7, 7]","[128, 928, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003916025161743164
"[1, 256, 304, 200]","[1600, 256, 1, 1]",[1600],"[1, 1]","[0, 0]","[1, 1]",[1],0.007843017578125
"[2, 256, 17, 13]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010152578353881836
"[1, 258, 25, 34]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01102590560913086
"[2, 128, 100, 152]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.005995273590087891
"[4, 672, 7, 7]","[192, 672, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0039784908294677734
"[1, 256, 17, 13]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0032510757446289062
"[1, 256, 304, 200]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.012329339981079102
"[2, 256, 100, 156]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0049822330474853516
"[4, 512, 28, 28]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006281614303588867
"[1, 64, 120, 137]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.002842426300048828
"[2, 128, 128, 128]","[64, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0029532909393310547
"[4, 288, 28, 28]","[128, 288, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0035173892974853516
"[1, 32, 192, 208]","[32, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[32],0.0011327266693115234
"[1, 2048, 30, 22]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0173494815826416
"[1, 96, 20, 26]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00479435920715332
"[2, 256, 152, 100]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010708808898925781
"[4, 512, 20, 20]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04122304916381836
"[1, 192, 40, 52]","[192, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[192],0.005958080291748047
"[1, 96, 16, 24]","[576, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003925323486328125
"[1, 3, 800, 1216]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0014348030090332031
"[4, 128, 80, 80]","[256, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0063152313232421875
"[1, 512, 21, 25]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017960309982299805
"[1, 256, 76, 50]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.004108905792236328
"[32, 64, 64, 48]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0022192001342773438
"[4, 48, 56, 56]","[96, 48, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0015766620635986328
"[1, 64, 163, 160]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010731220245361328
"[1, 256, 50, 74]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005881309509277344
"[2, 4096, 16, 16]","[512, 4096, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.33303284645080566
"[2, 256, 84, 50]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.031586647033691406
"[2, 256, 100, 136]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0024306774139404297
"[2, 64, 6, 6]","[16, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0008625984191894531
"[1, 32, 48, 52]","[192, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0008459091186523438
"[1, 256, 200, 296]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.002832651138305664
"[2, 256, 100, 136]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.002010345458984375
"[1, 128, 152, 100]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0046465396881103516
"[1, 1024, 44, 46]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03585195541381836
"[1, 3, 800, 1184]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.002765178680419922
"[1, 576, 16, 24]","[576, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[576],0.0015137195587158203
"[2, 256, 128, 128]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0032935142517089844
"[1, 256, 60, 69]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.013134479522705078
"[1, 256, 21, 12]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.002586841583251953
"[1, 2048, 26, 25]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.010938405990600586
"[1, 256, 34, 25]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.003863096237182617
"[2, 256, 21, 13]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.007000446319580078
